4216,4216,2596,2596,3291,3291,202,2394,3583,3583,3877,1079,3271,8,673,2865,1392,1392,3584,3778,2460,2460,2460,185,972,972,3164,349,884,884,3076,4174,3623,3623,1450,3642,1244,1244,3436,2620,3168,3168,1521,3713,2717,2717,2717,3564,3363,3363,2322,1820,4012,898,3090,3673,2209,2209,909,3101,2374,2374,2374,3273,2194,2194,1224,3416,2450,1908,985,3177,3141,3141,3749,3749,368,368,2560,3180,2561,2561,3747,1799,698,698,2890,2890,506,506,2698,3993,2886,2886,511,2703,3984,3984,695,2887,2697,2697,2982,2982,4052,4052,4052,2731,3954,3954,1764,3956,1701,1701,3893,3753,2585,2585,1703,3895,526,526,1696,3888,623,623,2815,4314
2023,2023,1168,1168,772,772,1021,1021,209,209,1587,1587,3779,3779,260,260,992,992,243,243,861,861,813,813,1016,1016,615,615,1608,1608,391,391,659,659,1596,1596,1055,1055,1054,1054,826,826,377,377,977,977,1436,1436,1829,1829,531,531,1853,1853,1484,1484,3676,3676,1216,1216,1903,1903,1439,1439,685,685,1165,1165,191,191,1029,1029,1373,1373,41,41,967,967,987,987,3179,3179,951,951,507,507,2699,2699,1800,1800,3992,3992,1782,1782,1791,1791,702,702,1784,1784,1802,1802,703,703,1844,1844,3,3,701,701,152,152,1346,1346,1697,1697,1303,1303,2718,2718,1424,1424,127,127,1364,1364,2123,2123
4215,4215,3360,3360,2964,2964,2964,3213,2401,2401,383,383,1663,1663,1663,2452,3184,3184,2435,2435,3053,3053,3005,3005,3208,3208,3208,2807,3800,3800,3800,2583,2851,2851,2851,3788,3247,3247,3246,3246,3018,3018,2569,2569,3169,3169,36,36,4021,4021,2723,2723,4045,4045,1484,1484,474,474,474,3408,4095,4095,4095,3631,2877,2877,3357,3357,2383,2383,3221,3221,3565,3565,3565,2233,3159,3159,190,190,1636,1636,3828,3828,3143,507,1783,1783,3975,1800,705,705,3974,3974,3974,3983,2894,2894,2894,3976,3994,3994,2895,2895,4036,4036,2195,2195,2893,2893,646,646,3538,3538,3538,3889,3495,3495,144,144,3616,3616,3616,2319,3556,3556,3556,4315
2022,2022,1206,1206,97,97,1078,1078,1170,1170,2575,2575,791,791,3855,3855,1365,1365,1104,1104,1306,1306,3498,3498,1143,1143,33,33,774,774,2966,2966,1532,1532,753,753,2945,2945,3246,3246,206,206,1141,1141,1539,1539,2228,2228,112,112,2304,2304,840,840,1839,1839,2666,2666,1524,1524,863,863,271,271,1028,1028,1573,1573,3765,3765,653,653,1715,1715,395,395,1588,1588,2382,2382,1616,1616,1281,1281,1798,1798,1783,1783,150,150,2897,2897,1019,1019,30,30,936,936,870,870,151,151,2895,2895,963,963,858,858,2516,2516,2838,2838,464,464,1023,1023,2336,2336,1571,1571,3763,3763,965,965,3157,3157,2124,2124
4214,4214,3398,3398,2289,2289,3270,3270,3362,3362,1460,3652,2983,2983,1847,1847,3557,3557,55,55,3296,1306,195,2387,3335,3335,2225,463,2655,774,1595,1595,3724,3724,1960,4152,403,403,2595,2595,2398,2398,3333,3333,3731,3731,387,2579,3628,112,820,3012,3032,3032,3032,4031,1736,1736,3928,3716,3055,3055,2463,2463,3220,3220,455,2647,1626,1626,1626,2845,3907,3907,3907,2587,3780,3780,1887,4079,3808,3808,3808,3473,3990,3990,704,2896,2342,2342,1109,3301,3211,3211,3211,2222,3128,3128,3128,3062,2343,2343,913,3105,3155,3155,3050,324,2516,2516,924,3116,2656,2656,3215,1366,3558,2336,1571,1571,3763,3763,683,2875,396,396,2588,4316
2021,2021,468,468,2660,2660,3900,3900,1092,1092,427,427,58,58,4039,4039,1850,1850,2247,2247,1871,1871,1315,1315,677,677,2869,2869,1657,1657,3787,3787,171,171,627,627,1706,1706,1329,1329,1914,1914,687,687,595,595,730,730,1536,1536,84,84,2276,2276,435,435,1268,1268,37,37,1291,1291,715,715,87,87,638,638,1038,1038,3818,3818,1443,1443,1030,1030,2732,2732,1158,1158,194,194,779,779,1924,1924,765,765,680,680,290,290,2482,2482,560,560,330,330,1957,1957,559,559,1958,1958,376,376,1129,1129,3321,3321,72,72,1080,1080,210,210,871,871,1572,1572,265,265,1201,1201,1506,1506,2125,2125
4213,4213,1466,1466,1708,1708,267,267,3284,3284,2619,2619,58,58,600,2792,1850,1850,1882,4074,4063,4063,1315,1315,3507,677,1817,1817,3849,3849,1444,1444,2363,2363,2819,2819,3898,3898,3521,3521,4106,4106,4106,2879,2787,2787,2787,2922,3728,3728,1543,1543,718,718,718,2627,3460,3460,3460,2229,3483,3483,2907,2907,2279,2279,2279,2830,1038,1038,203,2395,1443,1443,3222,540,1286,1286,1286,3350,194,194,2971,1625,4116,4116,2957,2957,2872,2872,1330,1330,1956,1956,1956,2752,2522,2522,2522,4149,2751,2751,4150,4150,2568,2568,439,439,1126,1126,1126,2264,3272,3272,3272,2402,3063,3063,3063,3764,2457,2457,2457,3393,3698,3698,3698,4317
2020,2020,3658,3658,1040,1040,2459,2459,1093,1093,1205,1205,2250,2250,904,904,4042,4042,799,799,533,533,2725,2725,146,146,4009,4009,634,634,3636,3636,103,103,1226,1226,1737,1737,3929,3929,1440,1440,238,238,4003,4003,1438,1438,462,462,3735,3735,2910,2910,726,726,776,776,1048,1048,3240,3240,1155,1155,1654,1654,958,958,3230,3230,1868,1868,3635,3635,43,43,1885,1885,3478,3478,2386,2386,426,426,3817,3817,264,264,1482,1482,3522,3522,1684,1684,4148,4148,110,110,515,515,2707,2707,1815,1815,80,80,2631,2631,857,857,3318,3318,859,859,618,618,4005,4005,796,796,1410,1410,532,532,2724,2724,2126,2126
4212,4212,401,2593,3232,3232,1500,3692,3285,3285,3397,1552,3744,2250,3096,527,2719,4042,2991,1866,4058,533,1624,3816,2338,2338,1832,4024,2826,2826,1828,4020,2295,2295,3418,1707,3899,1737,57,2249,3632,3632,2430,1811,155,155,2347,3630,2654,2654,1230,3422,933,933,3125,2918,2968,2968,1005,3197,200,200,2392,3347,3846,3846,3150,188,2380,3230,4060,4060,1910,1910,4102,2235,4077,4077,1688,3880,1897,1897,4089,2618,1091,1091,3283,2456,3674,3674,62,2254,3876,3876,766,2958,2302,2302,1814,4006,1458,1458,3650,4007,2272,2272,860,3052,3049,3049,1125,3317,3051,3051,2810,1813,175,175,2367,2988,3602,3602,1720,3912,1311,1311,3503,4318
2019,2019,1302,1302,874,874,114,114,686,686,224,224,2416,2416,3302,3302,1849,1849,1883,1883,598,598,259,259,769,769,2961,2961,523,523,764,764,518,518,1039,1039,476,476,1370,1370,1223,1223,3415,3415,1769,1769,1196,1196,914,914,183,183,459,459,98,98,1070,1070,1145,1145,3337,3337,1412,1412,273,273,660,660,1385,1385,1037,1037,1014,1014,1360,1360,538,538,1135,1135,821,821,181,181,1660,1660,768,768,2960,2960,451,451,1307,1307,342,342,691,691,1159,1159,964,964,1130,1130,322,322,437,437,1128,1128,1592,1592,323,323,855,855,1449,1449,3641,3641,70,70,359,359,929,929,2127,2127
4211,4211,3494,3494,3066,3066,2306,2306,2878,2878,1140,1140,1110,1110,432,432,4041,4041,4041,4075,2790,2790,2790,259,2451,769,1831,1831,2715,2715,2956,2956,2710,2710,2710,3231,2668,2668,1370,1370,3562,1223,111,111,3961,3961,3388,3388,3106,3106,3106,2375,459,459,2290,2290,1070,1070,1694,3886,1818,1818,1818,3604,2465,2465,2852,2852,3577,3577,3577,3229,3206,3206,3206,3552,2730,2730,1658,1658,3013,3013,2373,2373,3852,3852,3852,768,1676,1676,1676,2643,3499,3499,3499,2534,2883,2883,3351,3351,3156,3156,1130,1130,2514,2514,2514,2629,3320,3320,3784,3784,2515,2515,3047,3047,3591,1449,825,825,2262,2262,2551,2551,3121,3121,3121,4319
2018,2018,1709,1709,3901,3901,2306,2306,1923,1923,3332,3332,656,656,1430,1430,2624,2624,1848,1848,1651,1651,635,635,4,4,4023,4023,1833,1833,143,143,1465,1465,1834,1834,1305,1305,3497,3497,400,400,2303,2303,1197,1197,805,805,591,591,757,757,2651,2651,1119,1119,3262,3262,440,440,4010,4010,719,719,1640,1640,14,14,2206,2206,743,743,165,165,1454,1454,3646,3646,3850,3850,3327,3327,2309,2309,1393,1393,291,291,1912,1912,3868,3868,903,903,879,879,423,423,13,13,375,375,2567,2567,3322,3322,99,99,318,318,1748,1748,16,16,1399,1399,357,357,3017,3017,1282,1282,1163,1163,3355,3355,2128,2128
4210,4210,612,2804,477,477,2669,2669,4115,4115,1453,3645,2848,2848,3622,3622,1617,1617,3809,4040,3843,3843,3843,2827,2196,2196,637,2829,4025,4025,2335,2335,3657,3657,4026,28,28,1305,1035,3227,2592,2592,436,2628,3389,3389,3389,2997,2783,2783,2949,1396,3588,2651,3311,3311,1678,1678,3870,2632,38,38,38,2911,3832,3832,490,2682,733,733,733,2935,2357,2357,320,2512,614,614,2806,2806,117,117,596,2788,3585,3585,2483,2483,4104,4104,1278,3470,3095,3095,3071,3071,2615,2615,1088,1088,2205,375,1127,3319,438,438,2630,2291,2510,2510,2510,3940,2208,2208,1638,3830,2549,2549,1400,1400,3474,3474,221,221,1212,1212,3404,4320
2017,2017,1406,1406,3598,3598,2839,2839,1335,1335,530,530,1855,1855,26,26,599,599,133,133,338,338,836,836,321,321,1309,1309,1034,1034,815,815,1464,1464,918,918,1690,1690,2220,2220,1123,1123,1124,1124,741,741,6,6,1177,1177,1526,1526,3718,3718,1463,1463,129,129,1300,1300,2230,2230,1273,1273,1274,1274,399,399,2925,2925,2955,2955,712,712,1641,1641,3833,3833,3266,3266,297,297,1041,1041,21,21,1249,1249,1635,1635,1712,1712,102,102,450,450,1114,1114,3280,3280,2507,2507,808,808,1662,1662,1822,1822,3561,3561,1131,1131,275,275,800,800,193,193,3592,3592,3819,3819,2413,2413,1152,1152,2129,2129
4209,4209,2016,2016,647,647,1611,1611,3527,3527,3527,2722,4047,4047,2218,2218,2791,2791,2791,2325,2530,2530,3028,3028,2513,2513,3501,3501,3226,3226,3007,3007,3656,3656,3656,3110,3882,3882,277,277,3315,3315,3316,3316,2933,2933,2933,2198,3369,3369,228,228,1603,1603,1603,3655,2321,2321,2321,3492,255,255,255,3465,3466,3466,3466,2591,763,763,2955,2955,2904,2904,1857,1857,1074,1074,516,516,2489,2489,3233,3233,2213,2213,3441,3441,3827,3827,3827,3904,2294,2294,2642,2642,3306,3306,3306,315,1642,1642,1642,3000,3854,3854,3854,4014,843,843,843,3323,2467,2467,2467,2992,193,193,1627,1627,3819,3819,452,2644,3344,3344,3344,4321
4208,4208,1731,1731,1394,1394,3803,3803,716,716,272,272,2464,2464,1851,1851,351,351,1032,1032,1686,1686,3878,3878,1810,1810,168,168,2360,2360,679,679,1821,1821,517,517,2470,2470,2469,2469,575,575,725,725,2349,2349,1098,1098,388,388,2420,2420,178,178,3795,3795,582,582,645,645,2837,2837,2447,2447,654,654,1569,1569,3761,3761,160,160,632,632,4049,4049,1816,1816,2708,2708,1062,1062,721,721,1760,1760,3952,3952,486,486,777,777,2969,2969,1148,1148,829,829,1471,1471,3834,3834,304,304,313,313,1369,1369,1845,1845,3035,3035,1926,1926,585,585,1004,1004,2385,2385,137,137,1345,1345,3064,3064,2130,2130
2015,2015,4207,3923,3586,3586,176,2368,2908,2908,1677,1677,350,350,2542,4043,2543,2543,3224,590,2782,1686,1909,4101,4002,4002,784,2976,1437,1437,1437,2871,4013,4013,2709,278,2470,2470,809,3001,2767,2767,2917,157,1338,1338,3530,3290,2580,2580,648,2840,2370,2370,882,3074,2774,2774,1756,3948,1012,1012,3204,3204,2846,2846,1352,3544,822,822,3014,2352,2824,2824,44,2236,4008,4008,1043,1043,3254,3254,2913,1759,3951,1760,496,2688,2678,2678,257,257,1175,1175,3367,3340,3021,3021,3663,3663,461,461,2653,2496,2505,2505,1891,4083,4037,4037,723,2915,4118,4118,4118,2777,3196,3196,969,3161,2329,2329,3537,872,1494,1494,3686,4322
2014,2014,892,892,1279,1279,1053,1053,3869,3869,1343,1343,543,543,1332,1332,1441,1441,1919,1919,1002,1002,71,71,1917,1917,948,948,3629,3629,3937,3937,309,309,63,63,910,910,64,64,1312,1312,740,740,1604,1604,957,957,85,85,883,883,250,250,881,881,65,65,397,397,1841,1841,249,249,88,88,294,294,1534,1534,732,732,1473,1473,979,979,485,485,3235,3235,1341,1341,123,123,2754,2754,1761,1761,1906,1906,2449,2449,380,380,274,274,69,69,1902,1902,502,502,1334,1334,66,66,547,547,1929,1929,119,119,4119,4119,74,74,611,611,981,981,1931,1931,549,549,1930,1930,2131,2131
4206,4206,4206,3084,1279,1279,3245,3245,95,95,95,3535,2735,2735,2735,3524,3633,3633,4111,4111,3194,3194,2263,2263,4109,4109,4109,3140,1745,1745,877,877,2501,2501,2255,2255,3102,3102,2256,2256,1312,1312,2932,225,3796,3796,3149,3149,2277,2277,2277,3075,2442,2442,2442,3073,2257,2257,2257,2589,4033,4033,2441,2441,2280,2280,1354,1354,3726,3726,3726,2924,3665,3665,3171,3171,2677,2677,1243,1243,1341,1341,2315,562,1371,1371,1371,3953,1906,1906,1009,3201,2572,2572,2572,2466,2261,2261,4094,4094,2694,2694,2694,3526,2258,2258,2739,2739,1929,1929,2311,1927,548,548,548,2266,2803,2803,981,981,4123,4123,4123,2741,4122,4122,4122,4323
2013,2013,1263,1263,2443,2443,3471,3471,1757,1757,2287,2287,1894,1894,1964,1964,1895,1895,118,118,2675,2675,2263,2263,1363,1363,306,306,177,177,3069,3069,1271,1271,1870,1870,2681,2681,2256,2256,827,827,3504,3504,2417,2417,2919,2919,2920,2920,731,731,2923,2923,788,788,2980,2980,1362,1362,803,803,1276,1276,811,811,3546,3546,2486,2486,780,780,159,159,1842,1842,535,535,3435,3435,3533,3533,2987,2987,3563,3563,3806,3806,4098,4098,3671,3671,1963,1963,1545,1545,1103,1103,1888,1888,1772,1772,270,270,1928,1928,1925,1925,2797,2797,4121,4121,876,876,2740,2740,891,891,1497,1497,3173,3173,1198,1198,2132,2132,2133,2133
4205,4205,3455,251,2443,2443,851,3043,3949,3949,1000,3192,4086,4086,4156,4156,4087,4087,2310,483,1242,1242,3434,3434,3555,3555,2498,2498,2369,2369,990,3182,3463,3463,4062,489,2681,2681,1578,3770,3019,3019,372,2564,727,727,728,728,1752,1752,3944,3944,1865,1865,4057,788,1503,1503,3695,3554,2995,2995,2995,3468,3003,3003,1347,1347,1456,1456,3648,2972,2351,2351,2351,4034,2727,2727,1875,4067,795,795,1317,3509,1614,1614,3806,3806,1479,1479,1661,3853,3853,1963,4155,3737,3295,3295,3295,4080,3964,3964,2462,2462,4120,4120,4117,605,2797,2797,1407,3599,3068,3068,276,2468,3083,3083,3083,3689,220,220,2412,3390,4324,4324,4325,4325
2012,2012,926,926,1446,1446,996,996,1605,1605,494,494,339,339,1808,1808,810,810,1027,1027,1597,1597,1106,1106,354,354,737,737,3514,3514,2909,2909,293,293,771,771,2963,2963,292,292,1551,1551,658,658,1610,1610,3802,3802,1304,1304,787,787,2979,2979,334,334,816,816,347,347,1272,1272,1275,1275,2163,2163,3539,3539,479,479,1267,1267,1877,1877,1331,1331,1876,1876,223,223,1492,1492,298,298,1560,1560,606,606,1840,1840,497,497,1250,1250,1577,1577,583,583,362,362,1036,1036,1313,1313,962,962,807,807,2497,2497,373,373,1323,1323,869,869,657,657,336,336,1003,1003,1469,1469,729,729,2134,2134
4204,4204,4204,3118,3638,3638,3638,3188,3797,3797,2686,2686,2531,2531,4000,4000,3002,3002,3219,3219,3789,3789,3298,3298,2546,2546,2929,2929,717,717,1637,1637,2485,2485,1743,1743,1741,1741,1741,2484,3743,3743,3743,2850,3608,1610,314,314,3496,3496,329,329,1375,1375,1375,2526,3008,3008,2539,2539,3464,3464,3464,3467,2163,2163,1713,3905,2671,2671,2671,3459,4069,4069,3523,3523,4068,4068,2415,2415,3684,3684,2490,2490,3752,3752,3752,2798,1840,1840,2689,1164,3442,3442,3769,3769,2775,2775,2554,2554,3228,3228,3505,3505,962,962,2999,305,928,928,928,2565,3515,3515,3515,3061,2849,2849,2849,2528,3195,3195,3661,3661,2921,2921,4326,4326
2010,2010,1705,1705,4383,4383,4382,4382,1403,1403,1504,1504,3696,3696,4379,4379,2185,2185,513,513,281,281,2473,2473,2182,2182,1322,1322,2180,2180,3829,3829,2178,2178,3935,3935,2176,2176,3933,3933,2174,2174,1416,1416,2172,2172,2506,2506,2170,2170,2521,2521,3567,3567,4360,4360,1411,1411,2166,2166,4357,4357,352,352,4355,4355,4354,4354,2160,2160,2159,2159,911,911,2158,2158,1137,1137,3329,3329,1287,1287,2155,2155,4346,4346,1671,1671,2152,2152,4032,4032,3356,3356,4342,4342,1550,1550,2148,2148,1594,1594,3786,3786,2145,2145,3154,3154,2143,2143,3120,3120,2141,2141,2140,2140,4331,4331,1659,1659,2137,2137,2136,2136,1652,1652,3844,3844
4202,4202,3897,2191,2190,2190,2189,4381,3595,3595,2188,4380,2187,2187,2186,4378,4377,4377,2705,2184,4376,281,2183,4375,4374,4374,2181,4373,4372,4372,2179,4371,4370,4370,2177,4369,4368,4368,2175,4367,4366,4366,2173,4365,4364,4364,2171,4363,4362,4362,2169,4361,2168,2168,2167,4359,3603,3603,4358,2165,2164,2164,4356,2544,2162,2162,2161,4353,4352,4352,4351,4351,3103,3103,4350,2157,4349,1137,2156,4348,3479,3479,4347,2154,2153,2153,4345,3863,4344,4344,2151,4343,2150,2150,2149,4341,3742,3742,4340,2147,4339,1594,2146,4338,4337,4337,2144,4336,4335,4335,2142,4334,4333,4333,4332,2139,2138,2138,4330,3851,4329,4329,4328,2135,4327,1652,2102,4294
